0.01|1.00000000089568e+00, 1.99999999829510e+00, 3.00000000472064e+00, 3.99999999584610e+00, 5.00000000281961e+00, 5.99999999824866e+00, 7.00000000446378e+00, 7.99999999652570e+00, 9.00000000132361e+00, 9.99999999728062e+00, 1.10000000041009e+01, 1.19999999952636e+01|-8.95675755785419e-10, 1.70490022100012e-09, -4.72063943490753e-09, 4.15389900254581e-09, -2.81961387571528e-09, 1.75134395874466e-09, -4.46378045637630e-09, 3.47429729430360e-09, -1.32361321902863e-09, 2.71938027651686e-09, -4.10093825564672e-09, 4.73643702036952e-09|4345
0.02|1.00000000089505e+00, 1.99999999829629e+00, 3.00000000471736e+00, 3.99999999584898e+00, 5.00000000281766e+00, 5.99999999824987e+00, 7.00000000446068e+00, 7.99999999652811e+00, 9.00000000132270e+00, 9.99999999728251e+00, 1.10000000040981e+01, 1.19999999952669e+01|-8.95052032490185e-10, 1.70371317054219e-09, -4.71735894791436e-09, 4.15101597539547e-09, -2.81766254772720e-09, 1.75012626613125e-09, -4.46067716097787e-09, 3.47188677807253e-09, -1.32269661889950e-09, 2.71749023283974e-09, -4.09808365020581e-09, 4.73314365478927e-09|2168
0.03|1.00000000089817e+00, 1.99999999829036e+00, 3.00000000473378e+00, 3.99999999583454e+00, 5.00000000282747e+00, 5.99999999824378e+00, 7.00000000447620e+00, 7.99999999651603e+00, 9.00000000132729e+00, 9.99999999727305e+00, 1.10000000041124e+01, 1.19999999952504e+01|-8.98165097851233e-10, 1.70964131740448e-09, -4.73377648191331e-09, 4.16546441783794e-09, -2.82747070201594e-09, 1.75621561737671e-09, -4.47620429611106e-09, 3.48397044547255e-09, -1.32729383039987e-09, 2.72694755665270e-09, -4.11235134833987e-09, 4.74962291718839e-09|1442
0.04|1.00000000088611e+00, 1.99999999831331e+00, 3.00000000467025e+00, 3.99999999589044e+00, 5.00000000278953e+00, 5.99999999826736e+00, 7.00000000441613e+00, 7.99999999656279e+00, 9.00000000130949e+00, 9.99999999730965e+00, 1.10000000040572e+01, 1.19999999953141e+01|-8.86108075803804e-10, 1.68669411770850e-09, -4.67024552364137e-09, 4.10956335628043e-09, -2.78952683174793e-09, 1.73264336211787e-09, -4.41613146051623e-09, 3.43721495710270e-09, -1.30948585308488e-09, 2.69034750033370e-09, -4.05715816498287e-09, 4.68588368107703e-09|1080
0.05|1.00000000088909e+00, 1.99999999830764e+00, 3.00000000468595e+00, 3.99999999587662e+00, 5.00000000279891e+00, 5.99999999826153e+00, 7.00000000443098e+00, 7.99999999655123e+00, 9.00000000131389e+00, 9.99999999730060e+00, 1.10000000040708e+01, 1.19999999952984e+01|-8.89085916000454e-10, 1.69236402669526e-09, -4.68594940628009e-09, 4.12338474475860e-09, -2.79891221310891e-09, 1.73846714801584e-09, -4.43098180369361e-09, 3.44877282287825e-09, -1.31388944168975e-09, 2.69939803843045e-09, -4.07080058550946e-09, 4.70164707166987e-09|862
0.06|1.00000000088448e+00, 1.99999999831641e+00, 3.00000000466167e+00, 3.99999999589798e+00, 5.00000000278441e+00, 5.99999999827054e+00, 7.00000000440803e+00, 7.99999999656909e+00, 9.00000000130708e+00, 9.99999999731459e+00, 1.10000000040497e+01, 1.19999999953227e+01|-8.84476714091420e-10, 1.68359481911295e-09, -4.66167149326679e-09, 4.10202405376481e-09, -2.78441181222888e-09, 1.72946013066166e-09, -4.40802683243646e-09, 3.43090533760915e-09, -1.30707888956749e-09, 2.68541100467701e-09, -4.04970990075526e-09, 4.67728789033117e-09|717
0.07|1.00000000089115e+00, 1.99999999830370e+00, 3.00000000469685e+00, 3.99999999586702e+00, 5.00000000280543e+00, 5.99999999825749e+00, 7.00000000444129e+00, 7.99999999654320e+00, 9.00000000131695e+00, 9.99999999729432e+00, 1.10000000040803e+01, 1.19999999952874e+01|-8.91150042647837e-10, 1.69629821300532e-09, -4.69684957593586e-09, 4.13298018031583e-09, -2.80542700181741e-09, 1.74251013618232e-09, -4.44129355514633e-09, 3.45679751490025e-09, -1.31694655181036e-09, 2.70567745985772e-09, -4.08027034382030e-09, 4.71258410073006e-09|613
0.08|1.00000000089785e+00, 1.99999999829095e+00, 3.00000000473218e+00, 3.99999999583593e+00, 5.00000000282653e+00, 5.99999999824438e+00, 7.00000000447470e+00, 7.99999999651720e+00, 9.00000000132685e+00, 9.99999999727398e+00, 1.10000000041110e+01, 1.19999999952520e+01|-8.97850460646055e-10, 1.70905489760287e-09, -4.73217509622259e-09, 4.16406775727296e-09, -2.82652834471264e-09, 1.75561520876499e-09, -4.47469883368967e-09, 3.48279538542329e-09, -1.32684796483318e-09, 2.72602385109622e-09, -4.11096223729146e-09, 4.74803485417397e-09|535
0.09|1.00000000088163e+00, 1.99999999832181e+00, 3.00000000464671e+00, 3.99999999591113e+00, 5.00000000277548e+00, 5.99999999827609e+00, 7.00000000439389e+00, 7.99999999658010e+00, 9.00000000130289e+00, 9.99999999732321e+00, 1.10000000040367e+01, 1.19999999953377e+01|-8.81632322702330e-10, 1.67818670071540e-09, -4.64671012778695e-09, 4.08886569047695e-09, -2.77548295457564e-09, 1.72390812736012e-09, -4.39388525563800e-09, 3.41989636609696e-09, -1.30288846378335e-09, 2.67679389764908e-09, -4.03671762683189e-09, 4.66228478046560e-09|475
0.10|1.00000000086559e+00, 1.99999999835235e+00, 3.00000000456216e+00, 3.99999999598553e+00, 5.00000000272499e+00, 5.99999999830746e+00, 7.00000000431394e+00, 7.99999999664233e+00, 9.00000000127918e+00, 9.99999999737192e+00, 1.10000000039633e+01, 1.19999999954225e+01|-8.65588045684262e-10, 1.64764957233388e-09, -4.56215998312359e-09, 4.01446920150761e-09, -2.72498557052359e-09, 1.69253855375473e-09, -4.31393853972395e-09, 3.35766880965593e-09, -1.27918120540471e-09, 2.62808441675588e-09, -3.96326882423637e-09, 4.57745841231372e-09|427
0.11|1.00000000087946e+00, 1.99999999832594e+00, 3.00000000463530e+00, 3.99999999592117e+00, 5.00000000276868e+00, 5.99999999828033e+00, 7.00000000438310e+00, 7.99999999658850e+00, 9.00000000129969e+00, 9.99999999732978e+00, 1.10000000040268e+01, 1.19999999953491e+01|-8.79464279179842e-10, 1.67406466466957e-09, -4.63530369643195e-09, 4.07883238295881e-09, -2.76867506698864e-09, 1.71967240447657e-09, -4.38310454597968e-09, 3.41150308003080e-09, -1.29968924511559e-09, 2.67022315370014e-09, -4.02681088473855e-09, 4.65085037149038e-09|387
0.12|1.00000000087830e+00, 1.99999999832815e+00, 3.00000000462916e+00, 3.99999999592657e+00, 5.00000000276501e+00, 5.99999999828260e+00, 7.00000000437730e+00, 7.99999999659302e+00, 9.00000000129797e+00, 9.99999999733332e+00, 1.10000000040215e+01, 1.19999999953553e+01|-8.78297878870171e-10, 1.67184510679874e-09, -4.62916238674893e-09, 4.07343092589940e-09, -2.76500955465053e-09, 1.71739511500846e-09, -4.37729763547168e-09, 3.40698402823136e-09, -1.29796973169505e-09, 2.66668465087605e-09, -4.02147648514983e-09, 4.64468818961450e-09|354
0.13|1.00000000088087e+00, 1.99999999832325e+00, 3.00000000464274e+00, 3.99999999591462e+00, 5.00000000277312e+00, 5.99999999827757e+00, 7.00000000439014e+00, 7.99999999658302e+00, 9.00000000130178e+00, 9.99999999732549e+00, 1.10000000040333e+01, 1.19999999953417e+01|-8.80871819930462e-10, 1.67674718554167e-09, -4.64273819389405e-09, 4.08538003426884e-09, -2.77312217633607e-09, 1.72243108664816e-09, -4.39013714270686e-09, 3.41697692363141e-09, -1.30177646440188e-09, 2.67450595003993e-09, -4.03327149456345e-09, 4.65831462292954e-09|326
0.14|1.00000000088341e+00, 1.99999999831842e+00, 3.00000000465613e+00, 3.99999999590283e+00, 5.00000000278112e+00, 5.99999999827260e+00, 7.00000000440281e+00, 7.99999999657316e+00, 9.00000000130553e+00, 9.99999999731778e+00, 1.10000000040449e+01, 1.19999999953282e+01|-8.83412010210805e-10, 1.68158376112615e-09, -4.65613370081996e-09, 4.09716793825510e-09, -2.78112466389757e-09, 1.72739955672796e-09, -4.40280523150705e-09, 3.42683570409008e-09, -1.30553168276037e-09, 2.68222244415028e-09, -4.04490840821836e-09, 4.67175809149012e-09|302
0.15|1.00000000089752e+00, 1.99999999829155e+00, 3.00000000473052e+00, 3.99999999583737e+00, 5.00000000282556e+00, 5.99999999824500e+00, 7.00000000447315e+00, 7.99999999651842e+00, 9.00000000132639e+00, 9.99999999727492e+00, 1.10000000041095e+01, 1.19999999952536e+01|-8.97524499166025e-10, 1.70844827174221e-09, -4.73051997573748e-09, 4.16262668778700e-09, -2.82555845387833e-09, 1.75499614840646e-09, -4.47314540963362e-09, 3.48158391005882e-09, -1.32639144112545e-09, 2.72507527654398e-09, -4.10953227003574e-09, 4.74639527681120e-09|281
0.16|1.00000000088838e+00, 1.99999999830895e+00, 3.00000000468236e+00, 3.99999999587975e+00, 5.00000000279679e+00, 5.99999999826287e+00, 7.00000000442761e+00, 7.99999999655386e+00, 9.00000000131289e+00, 9.99999999730267e+00, 1.10000000040677e+01, 1.19999999953019e+01|-8.88384699138101e-10, 1.69105329739239e-09, -4.68235983319687e-09, 4.12024991902626e-09, -2.79679390757792e-09, 1.73712777495894e-09, -4.42760850205559e-09, 3.44613937386384e-09, -1.31288757643233e-09, 2.69733213542622e-09, -4.06769729011103e-09, 4.69808014713635e-09|263
0.17|1.00000000088694e+00, 1.99999999831169e+00, 3.00000000467476e+00, 3.99999999588643e+00, 5.00000000279226e+00, 5.99999999826569e+00, 7.00000000442043e+00, 7.99999999655945e+00, 9.00000000131076e+00, 9.99999999730704e+00, 1.10000000040611e+01, 1.19999999953095e+01|-8.86941631250693e-10, 1.68830860403091e-09, -4.67476235499475e-09, 4.11356637641802e-09, -2.79225798038851e-09, 1.73430869665481e-09, -4.42042580317548e-09, 3.44054740253341e-09, -1.31075772458189e-09, 2.69295519217394e-09, -4.06109457173898e-09, 4.69045602358165e-09|247
0.18|1.00000000087010e+00, 1.99999999834374e+00, 3.00000000458602e+00, 3.99999999596452e+00, 5.00000000273925e+00, 5.99999999829861e+00, 7.00000000433651e+00, 7.99999999662477e+00, 9.00000000128587e+00, 9.99999999735816e+00, 1.10000000039840e+01, 1.19999999953986e+01|-8.70102656591598e-10, 1.65625735348840e-09, -4.58602000819042e-09, 4.03547861793641e-09, -2.73925326865765e-09, 1.70138569899336e-09, -4.33651159426063e-09, 3.37523431426234e-09, -1.28587451797557e-09, 2.64183519504968e-09, -3.98400246126585e-09, 4.60141613700671e-09|233
0.19|1.00000000088776e+00, 1.99999999831014e+00, 3.00000000467906e+00, 3.99999999588264e+00, 5.00000000279483e+00, 5.99999999826410e+00, 7.00000000442450e+00, 7.99999999655629e+00, 9.00000000131196e+00, 9.99999999730457e+00, 1.10000000040648e+01, 1.19999999953052e+01|-8.87755646772348e-10, 1.68986047377473e-09, -4.67906469125978e-09, 4.11735578964567e-09, -2.79483103327038e-09, 1.73590386509659e-09, -4.42449543669454e-09, 3.44371464677806e-09, -1.31196387087584e-09, 2.69543320996490e-09, -4.06483380288591e-09, 4.69477789977191e-09|220
0.20|1.00000000085182e+00, 1.99999999837854e+00, 3.00000000448968e+00, 3.99999999604929e+00, 5.00000000268171e+00, 5.99999999833436e+00, 7.00000000424542e+00, 7.99999999669567e+00, 9.00000000125886e+00, 9.99999999741366e+00, 1.10000000039003e+01, 1.19999999954952e+01|-8.51821946312725e-10, 1.62146274185204e-09, -4.48968240363001e-09, 3.95070998138181e-09, -2.68171440609422e-09, 1.66564362302779e-09, -4.24542001553618e-09, 3.30433369555294e-09, -1.25886323587565e-09, 2.58633825467314e-09, -3.90031118513434e-09, 4.50476278501810e-09|209
0.21|1.00000000082074e+00, 1.99999999843770e+00, 3.00000000432586e+00, 3.99999999619344e+00, 5.00000000258387e+00, 5.99999999839513e+00, 7.00000000409051e+00, 7.99999999681623e+00, 9.00000000121293e+00, 9.99999999750803e+00, 1.10000000037580e+01, 1.19999999956596e+01|-8.20739254336900e-10, 1.56229718051293e-09, -4.32586366727605e-09, 3.80655906795369e-09, -2.58386645413111e-09, 1.60486735012455e-09, -4.09051281735628e-09, 3.18376525143549e-09, -1.21293020072244e-09, 2.49196929758000e-09, -3.75800013330263e-09, 4.34039648666840e-09|199
0.22|1.00000000086347e+00, 1.99999999835637e+00, 3.00000000455107e+00, 3.99999999599527e+00, 5.00000000271839e+00, 5.99999999831158e+00, 7.00000000430347e+00, 7.99999999665048e+00, 9.00000000127608e+00, 9.99999999737830e+00, 1.10000000039536e+01, 1.19999999954336e+01|-8.63466853573414e-10, 1.64363145316315e-09, -4.55107063146443e-09, 4.00473121331402e-09, -2.71838551668679e-09, 1.68841562953048e-09, -4.30346958069094e-09, 3.34951533176309e-09, -1.27607791000628e-09, 2.62170374298876e-09, -3.95364274652366e-09, 4.56636151113798e-09|189
0.23|1.00000000089661e+00, 1.99999999829328e+00, 3.00000000472575e+00, 3.99999999584156e+00, 5.00000000282272e+00, 5.99999999824678e+00, 7.00000000446864e+00, 7.99999999652193e+00, 9.00000000132505e+00, 9.99999999727767e+00, 1.10000000041054e+01, 1.19999999952584e+01|-8.96607232903079e-10, 1.70671610177919e-09, -4.72574646082080e-09, 4.15843981471653e-09, -2.82272161200581e-09, 1.75322156792390e-09, -4.46864234504574e-09, 3.47807382894416e-09, -1.32505384442538e-09, 2.72232725251342e-09, -4.10538980588626e-09, 4.74162575869741e-09|180
0.24|1.00000000081529e+00, 1.99999999844807e+00, 3.00000000429717e+00, 3.99999999621868e+00, 5.00000000256674e+00, 5.99999999840578e+00, 7.00000000406339e+00, 7.99999999683735e+00, 9.00000000120489e+00, 9.99999999752456e+00, 1.10000000037331e+01, 1.19999999956884e+01|-8.15292056088879e-10, 1.55193324857805e-09, -4.29717195160606e-09, 3.78131659317660e-09, -2.56673526877194e-09, 1.59422075540760e-09, -4.06338696024022e-09, 3.16265147404238e-09, -1.20488685695364e-09, 2.47544207354622e-09, -3.73307784684584e-09, 4.31161595315643e-09|173
0.25|1.00000000088100e+00, 1.99999999832298e+00, 3.00000000464351e+00, 3.99999999591392e+00, 5.00000000277361e+00, 5.99999999827729e+00, 7.00000000439089e+00, 7.99999999658245e+00, 9.00000000130200e+00, 9.99999999732504e+00, 1.10000000040340e+01, 1.19999999953409e+01|-8.81003270336578e-10, 1.67701519337982e-09, -4.64351446183286e-09, 4.08608213930961e-09, -2.77360800993165e-09, 1.72271175102878e-09, -4.39088676529309e-09, 3.41755335142579e-09, -1.30199850900681e-09, 2.67495536832030e-09, -4.03395539194662e-09, 4.65912286529147e-09|165
0.26|1.00000000081137e+00, 1.99999999845553e+00, 3.00000000427650e+00, 3.99999999623687e+00, 5.00000000255439e+00, 5.99999999841345e+00, 7.00000000404384e+00, 7.99999999685256e+00, 9.00000000119909e+00, 9.99999999753647e+00, 1.10000000037151e+01, 1.19999999957091e+01|-8.11368749964458e-10, 1.54446500033600e-09, -4.27649959888754e-09, 3.76312714323035e-09, -2.55438870055968e-09, 1.58655044657507e-09, -4.04383992957946e-09, 3.14743697771291e-09, -1.19909060458667e-09, 2.46353160093804e-09, -3.71511887919951e-09, 4.29087698705644e-09|159
0.27|1.00000000088876e+00, 1.99999999830822e+00, 3.00000000468440e+00, 3.99999999587794e+00, 5.00000000279803e+00, 5.99999999826212e+00, 7.00000000442955e+00, 7.99999999655236e+00, 9.00000000131346e+00, 9.99999999730149e+00, 1.10000000040695e+01, 1.19999999952999e+01|-8.88757956118980e-10, 1.69177871711668e-09, -4.68439687040245e-09, 4.12205913846719e-09, -2.79802936375972e-09, 1.73787650936674e-09, -4.42954739554580e-09, 3.44764394810682e-09, -1.31346311604830e-09, 2.69850630729707e-09, -4.06947187059359e-09, 4.70014605014057e-09|152
0.28|1.00000000080721e+00, 1.99999999846346e+00, 3.00000000425457e+00, 3.99999999625617e+00, 5.00000000254129e+00, 5.99999999842159e+00, 7.00000000402311e+00, 7.99999999686870e+00, 9.00000000119294e+00, 9.99999999754910e+00, 1.10000000036961e+01, 1.19999999957311e+01|-8.07205635666719e-10, 1.53654400314451e-09, -4.25456869734830e-09, 3.74383235524078e-09, -2.54129073340437e-09, 1.57841295589378e-09, -4.02310540437156e-09, 3.13129877582696e-09, -1.19294440992235e-09, 2.45089815109623e-09, -3.69606745209694e-09, 4.26887503124362e-09|147
0.29|1.00000000087264e+00, 1.99999999833891e+00, 3.00000000459943e+00, 3.99999999595271e+00, 5.00000000274728e+00, 5.99999999829365e+00, 7.00000000434920e+00, 7.99999999661489e+00, 9.00000000128964e+00, 9.99999999735044e+00, 1.10000000039957e+01, 1.19999999953851e+01|-8.72635075310768e-10, 1.66109082044841e-09, -4.59942972597105e-09, 4.04729405545368e-09, -2.74727973703648e-09, 1.70635416907317e-09, -4.34920366387814e-09, 3.38511085828941e-09, -1.28964039447510e-09, 2.64956234730107e-09, -3.99565891484599e-09, 4.61489513270408e-09|141
0.30|1.00000000087038e+00, 1.99999999834320e+00, 3.00000000458755e+00, 3.99999999596316e+00, 5.00000000274018e+00, 5.99999999829805e+00, 7.00000000433797e+00, 7.99999999662363e+00, 9.00000000128631e+00, 9.99999999735728e+00, 1.10000000039853e+01, 1.19999999953970e+01|-8.70380212347754e-10, 1.65679980845823e-09, -4.58754900733993e-09, 4.03684063954302e-09, -2.74018407964149e-09, 1.70194702775461e-09, -4.33797087140420e-09, 3.37636585356904e-09, -1.28630794904439e-09, 2.64271626804202e-09, -3.98533828160907e-09, 4.60297400195486e-09|136
0.31|1.00000000078977e+00, 1.99999999849664e+00, 3.00000000416270e+00, 3.99999999633701e+00, 5.00000000248642e+00, 5.99999999845567e+00, 7.00000000393623e+00, 7.99999999693632e+00, 9.00000000116718e+00, 9.99999999760202e+00, 1.10000000036163e+01, 1.19999999958233e+01|-7.89773801912474e-10, 1.50336254556294e-09, -4.16269907432820e-09, 3.66299257592573e-09, -2.48642084699213e-09, 1.54432910903779e-09, -3.93623356131911e-09, 3.06368441727045e-09, -1.16718368303736e-09, 2.39797515177997e-09, -3.61625751565953e-09, 4.17669809849031e-09|132
0.32|1.00000000085790e+00, 1.99999999836696e+00, 3.00000000452176e+00, 3.99999999602105e+00, 5.00000000270089e+00, 5.99999999832246e+00, 7.00000000427576e+00, 7.99999999667205e+00, 9.00000000126786e+00, 9.99999999739518e+00, 1.10000000039282e+01, 1.19999999954630e+01|-8.57896642614264e-10, 1.63303726097297e-09, -4.52175807907906e-09, 3.97894961423617e-09, -2.70088928999712e-09, 1.67753810842441e-09, -4.27575930217472e-09, 3.32794591884067e-09, -1.26786225962405e-09, 2.60481769487342e-09, -3.92818577665821e-09, 4.53696813451643e-09|127
0.33|1.00000000084011e+00, 1.99999999840082e+00, 3.00000000442802e+00, 3.99999999610353e+00, 5.00000000264490e+00, 5.99999999835724e+00, 7.00000000418713e+00, 7.99999999674104e+00, 9.00000000124158e+00, 9.99999999744918e+00, 1.10000000038468e+01, 1.19999999955571e+01|-8.40111091804374e-10, 1.59918456255070e-09, -4.42802239319917e-09, 3.89646759302309e-09, -2.64490207513290e-09, 1.64276148240106e-09, -4.18712531313759e-09, 3.25895843644730e-09, -1.24157928382829e-09, 2.55082177602617e-09, -3.84675402642642e-09, 4.44291714529754e-09|123
0.34|1.00000000085293e+00, 1.99999999837642e+00, 3.00000000449558e+00, 3.99999999604408e+00, 5.00000000268525e+00, 5.99999999833218e+00, 7.00000000425101e+00, 7.99999999669132e+00, 9.00000000126052e+00, 9.99999999741026e+00, 1.10000000039054e+01, 1.19999999954893e+01|-8.52928616623672e-10, 1.62358260169526e-09, -4.49557946424761e-09, 3.95591603918888e-09, -2.68525468527514e-09, 1.66782498922657e-09, -4.25100754597452e-09, 3.30867955256053e-09, -1.26052235316365e-09, 2.58973820166375e-09, -3.90544308004337e-09, 4.51070114593222e-09|119
0.35|1.00000000089800e+00, 1.99999999829063e+00, 3.00000000473312e+00, 3.99999999583506e+00, 5.00000000282714e+00, 5.99999999824405e+00, 7.00000000447562e+00, 7.99999999651649e+00, 9.00000000132713e+00, 9.99999999727342e+00, 1.10000000041118e+01, 1.19999999952510e+01|-8.97995677817676e-10, 1.70936931276344e-09, -4.73311922988273e-09, 4.16494083665953e-09, -2.82713941146540e-09, 1.75595094020764e-09, -4.47562431560300e-09, 3.48350592815905e-09, -1.32712685285696e-09, 2.72657629807327e-09, -4.11180067771966e-09, 4.74904027214507e-09|115
0.36|1.00000000083239e+00, 1.99999999841552e+00, 3.00000000438732e+00, 3.99999999613934e+00, 5.00000000262059e+00, 5.99999999837234e+00, 7.00000000414864e+00, 7.99999999677099e+00, 9.00000000123017e+00, 9.99999999747262e+00, 1.10000000038114e+01, 1.19999999955979e+01|-8.32388602489686e-10, 1.58448432152625e-09, -4.38732472574088e-09, 3.86065712731920e-09, -2.62059440814255e-09, 1.62766244926615e-09, -4.14864231856882e-09, 3.22900639559975e-09, -1.23016796749198e-09, 2.52737564210292e-09, -3.81139919625184e-09, 4.40208580698709e-09|112
0.37|1.00000000079265e+00, 1.99999999849115e+00, 3.00000000417789e+00, 3.99999999632363e+00, 5.00000000249550e+00, 5.99999999845004e+00, 7.00000000395061e+00, 7.99999999692513e+00, 9.00000000117145e+00, 9.99999999759327e+00, 1.10000000036295e+01, 1.19999999958081e+01|-7.92652610215328e-10, 1.50884682525998e-09, -4.17789314255401e-09, 3.67636765474799e-09, -2.49550069497673e-09, 1.54996460111079e-09, -3.95060606450670e-09, 3.07486924810974e-09, -1.17144516309509e-09, 2.40673081464138e-09, -3.62945939968995e-09, 4.19194989831340e-09|109
