0.09 (1,2,3,4,5,6,7,8,9,10,11,12) (6.44903e-08,6.94111e-08,7.15781e-08,7.27562e-08,7.27315e-08,7.11313e-08,7.05142e-08,7.06865e-08,7.16485e-08,7.25594e-08,7.26675e-08,7.2292e-08) 42282

0.1 (1,2,3,4,5,6,7,8,9,10,11,12) (6.44866e-08,6.9407e-08,7.1574e-08,7.2752e-08,7.27272e-08,7.11271e-08,7.05101e-08,7.06824e-08,7.16443e-08,7.25551e-08,7.26632e-08,7.22878e-08) 38053

0.11 (1,2,3,4,5,6,7,8,9,10,11,12) (6.44797e-08,6.93996e-08,7.15663e-08,7.27442e-08,7.27195e-08,7.11195e-08,7.05026e-08,7.06749e-08,7.16367e-08,7.25474e-08,7.26555e-08,7.22801e-08) 34593

0.12 (1,2,3,4,5,6,7,8,9,10,11,12) (6.44978e-08,6.94191e-08,7.15864e-08,7.27646e-08,7.27399e-08,7.11395e-08,7.05223e-08,7.06947e-08,7.16568e-08,7.25677e-08,7.26759e-08,7.23004e-08) 31709

0.13 (1,2,3,4,5,6,7,8,9,10,11,12) (6.45034e-08,6.94251e-08,7.15926e-08,7.27709e-08,7.27462e-08,7.11457e-08,7.05285e-08,7.07008e-08,7.1663e-08,7.2574e-08,7.26822e-08,7.23066e-08) 29269

0.14 (1,2,3,4,5,6,7,8,9,10,11,12) (6.44902e-08,6.9411e-08,7.1578e-08,7.27561e-08,7.27314e-08,7.11312e-08,7.05141e-08,7.06864e-08,7.16484e-08,7.25593e-08,7.26674e-08,7.22919e-08) 27178

0.15 (1,2,3,4,5,6,7,8,9,10,11,12) (6.44677e-08,6.93868e-08,7.15531e-08,7.27307e-08,7.2706e-08,7.11064e-08,7.04895e-08,7.06618e-08,7.16234e-08,7.2534e-08,7.2642e-08,7.22667e-08) 25366

0.16 (1,2,3,4,5,6,7,8,9,10,11,12) (6.44702e-08,6.93894e-08,7.15558e-08,7.27335e-08,7.27088e-08,7.11091e-08,7.04922e-08,7.06645e-08,7.16262e-08,7.25368e-08,7.26448e-08,7.22695e-08) 23780

0.17 (1,2,3,4,5,6,7,8,9,10,11,12) (6.45039e-08,6.94257e-08,7.15932e-08,7.27715e-08,7.27468e-08,7.11462e-08,7.05291e-08,7.07014e-08,7.16636e-08,7.25746e-08,7.26828e-08,7.23072e-08) 22380

0.18 (1,2,3,4,5,6,7,8,9,10,11,12) (6.44564e-08,6.93746e-08,7.15405e-08,7.2718e-08,7.26933e-08,7.10939e-08,7.04772e-08,7.06494e-08,7.16109e-08,7.25213e-08,7.26293e-08,7.22541e-08) 21137

0.19 (1,2,3,4,5,6,7,8,9,10,11,12) (6.44589e-08,6.93773e-08,7.15433e-08,7.27208e-08,7.26961e-08,7.10966e-08,7.04799e-08,7.06521e-08,7.16136e-08,7.2524e-08,7.26321e-08,7.22568e-08) 20024

0.2 (1,2,3,4,5,6,7,8,9,10,11,12) (6.44801e-08,6.94001e-08,7.15668e-08,7.27447e-08,7.272e-08,7.112e-08,7.0503e-08,7.06754e-08,7.16372e-08,7.25479e-08,7.2656e-08,7.22806e-08) 19022

0.21 (1,2,3,4,5,6,7,8,9,10,11,12) (6.44639e-08,6.93826e-08,7.15488e-08,7.27264e-08,7.27016e-08,7.11021e-08,7.04853e-08,7.06575e-08,7.16191e-08,7.25296e-08,7.26377e-08,7.22624e-08) 18116

0.22 (1,2,3,4,5,6,7,8,9,10,11,12) (6.44726e-08,6.9392e-08,7.15584e-08,7.27362e-08,7.27115e-08,7.11117e-08,7.04948e-08,7.06671e-08,7.16288e-08,7.25394e-08,7.26475e-08,7.22721e-08) 17292

0.23 (1,2,3,4,5,6,7,8,9,10,11,12) (6.44563e-08,6.93745e-08,7.15404e-08,7.27179e-08,7.26931e-08,7.10938e-08,7.0477e-08,7.06493e-08,7.16107e-08,7.25211e-08,7.26292e-08,7.22539e-08) 16540

0.24 (1,2,3,4,5,6,7,8,9,10,11,12) (6.449e-08,6.94107e-08,7.15778e-08,7.27559e-08,7.27311e-08,7.11309e-08,7.05139e-08,7.06862e-08,7.16481e-08,7.2559e-08,7.26671e-08,7.22917e-08) 15850

0.25 (1,2,3,4,5,6,7,8,9,10,11,12) (6.44613e-08,6.93798e-08,7.15459e-08,7.27234e-08,7.26987e-08,7.10992e-08,7.04824e-08,7.06547e-08,7.16162e-08,7.25267e-08,7.26347e-08,7.22595e-08) 15216

0.26 (1,2,3,4,5,6,7,8,9,10,11,12) (6.44949e-08,6.9416e-08,7.15833e-08,7.27614e-08,7.27367e-08,7.11364e-08,7.05193e-08,7.06916e-08,7.16536e-08,7.25646e-08,7.26727e-08,7.22972e-08) 14630

0.27 (1,2,3,4,5,6,7,8,9,10,11,12) (6.44787e-08,6.93985e-08,7.15652e-08,7.27431e-08,7.27184e-08,7.11184e-08,7.05015e-08,7.06738e-08,7.16356e-08,7.25463e-08,7.26544e-08,7.2279e-08) 14088

0.28 (1,2,3,4,5,6,7,8,9,10,11,12) (6.44375e-08,6.93542e-08,7.15195e-08,7.26966e-08,7.26719e-08,7.1073e-08,7.04564e-08,7.06286e-08,7.15898e-08,7.24999e-08,7.26079e-08,7.22328e-08) 13585

0.29 (1,2,3,4,5,6,7,8,9,10,11,12) (6.44587e-08,6.9377e-08,7.1543e-08,7.27205e-08,7.26958e-08,7.10964e-08,7.04796e-08,7.06518e-08,7.16133e-08,7.25238e-08,7.26318e-08,7.22565e-08) 13116

0.3 (1,2,3,4,5,6,7,8,9,10,11,12) (6.45048e-08,6.94267e-08,7.15942e-08,7.27726e-08,7.27478e-08,7.11473e-08,7.05301e-08,7.07024e-08,7.16646e-08,7.25757e-08,7.26838e-08,7.23083e-08) 12678

0.31 (1,2,3,4,5,6,7,8,9,10,11,12) (6.44792e-08,6.93991e-08,7.15658e-08,7.27437e-08,7.27189e-08,7.1119e-08,7.0502e-08,7.06743e-08,7.16361e-08,7.25469e-08,7.26549e-08,7.22796e-08) 12269

0.32 (1,2,3,4,5,6,7,8,9,10,11,12) (6.44099e-08,6.93245e-08,7.14889e-08,7.26655e-08,7.26408e-08,7.10426e-08,7.04263e-08,7.05984e-08,7.15592e-08,7.24689e-08,7.25769e-08,7.22019e-08) 11886

0.33 (1,2,3,4,5,6,7,8,9,10,11,12) (6.44654e-08,6.93842e-08,7.15505e-08,7.27281e-08,7.27034e-08,7.11038e-08,7.0487e-08,7.06592e-08,7.16208e-08,7.25313e-08,7.26394e-08,7.22641e-08) 11525

0.34 (1,2,3,4,5,6,7,8,9,10,11,12) (6.44398e-08,6.93567e-08,7.15221e-08,7.26992e-08,7.26745e-08,7.10755e-08,7.0459e-08,7.06312e-08,7.15924e-08,7.25025e-08,7.26105e-08,7.22354e-08) 11186

0.35 (1,2,3,4,5,6,7,8,9,10,11,12) (6.44547e-08,6.93728e-08,7.15386e-08,7.27161e-08,7.26913e-08,7.1092e-08,7.04753e-08,7.06475e-08,7.1609e-08,7.25193e-08,7.26274e-08,7.22521e-08) 10866

0.36 (1,2,3,4,5,6,7,8,9,10,11,12) (6.44447e-08,6.9362e-08,7.15275e-08,7.27048e-08,7.26801e-08,7.1081e-08,7.04644e-08,7.06366e-08,7.15978e-08,7.25081e-08,7.26161e-08,7.22409e-08) 10564

0.37 (1,2,3,4,5,6,7,8,9,10,11,12) (6.44721e-08,6.93915e-08,7.1558e-08,7.27357e-08,7.2711e-08,7.11112e-08,7.04943e-08,7.06666e-08,7.16283e-08,7.25389e-08,7.2647e-08,7.22717e-08) 10278

0.38 (1,2,3,4,5,6,7,8,9,10,11,12) (6.43873e-08,6.93002e-08,7.14638e-08,7.264e-08,7.26153e-08,7.10176e-08,7.04015e-08,7.05736e-08,7.1534e-08,7.24434e-08,7.25514e-08,7.21765e-08) 10008

0.39 (1,2,3,4,5,6,7,8,9,10,11,12) (6.44053e-08,6.93196e-08,7.14838e-08,7.26603e-08,7.26356e-08,7.10375e-08,7.04213e-08,7.05934e-08,7.15541e-08,7.24637e-08,7.25717e-08,7.21968e-08) 9751

0.4 (1,2,3,4,5,6,7,8,9,10,11,12) (6.44047e-08,6.93189e-08,7.14831e-08,7.26596e-08,7.26349e-08,7.10368e-08,7.04206e-08,7.05927e-08,7.15533e-08,7.2463e-08,7.2571e-08,7.2196e-08) 9507

0.41 (1,2,3,4,5,6,7,8,9,10,11,12) (6.43915e-08,6.93047e-08,7.14685e-08,7.26448e-08,7.26201e-08,7.10223e-08,7.04062e-08,7.05783e-08,7.15388e-08,7.24482e-08,7.25562e-08,7.21813e-08) 9275

0.42 (1,2,3,4,5,6,7,8,9,10,11,12) (6.43846e-08,6.92973e-08,7.14608e-08,7.2637e-08,7.26123e-08,7.10147e-08,7.03987e-08,7.05707e-08,7.15311e-08,7.24405e-08,7.25484e-08,7.21736e-08) 9054

0.43 (1,2,3,4,5,6,7,8,9,10,11,12) (6.44152e-08,6.93302e-08,7.14947e-08,7.26714e-08,7.26467e-08,7.10484e-08,7.0432e-08,7.06042e-08,7.1565e-08,7.24748e-08,7.25828e-08,7.22078e-08) 8843

0.44 (1,2,3,4,5,6,7,8,9,10,11,12) (6.43896e-08,6.93026e-08,7.14663e-08,7.26425e-08,7.26178e-08,7.10201e-08,7.0404e-08,7.05761e-08,7.15366e-08,7.2446e-08,7.25539e-08,7.21791e-08) 8642

0.45 (1,2,3,4,5,6,7,8,9,10,11,12) (6.4495e-08,6.94161e-08,7.15833e-08,7.27615e-08,7.27367e-08,7.11364e-08,7.05193e-08,7.06917e-08,7.16537e-08,7.25646e-08,7.26727e-08,7.22973e-08) 8449

0.46 (1,2,3,4,5,6,7,8,9,10,11,12) (6.43695e-08,6.92811e-08,7.14441e-08,7.26199e-08,7.25953e-08,7.0998e-08,7.03821e-08,7.05542e-08,7.15143e-08,7.24235e-08,7.25314e-08,7.21566e-08) 8266

0.47 (1,2,3,4,5,6,7,8,9,10,11,12) (6.43595e-08,6.92703e-08,7.1433e-08,7.26087e-08,7.2584e-08,7.0987e-08,7.03712e-08,7.05432e-08,7.15032e-08,7.24122e-08,7.25201e-08,7.21454e-08) 8090

0.48 (1,2,3,4,5,6,7,8,9,10,11,12) (6.43994e-08,6.93132e-08,7.14772e-08,7.26536e-08,7.26289e-08,7.1031e-08,7.04148e-08,7.05869e-08,7.15475e-08,7.24571e-08,7.2565e-08,7.21901e-08) 7921

0.49 (1,2,3,4,5,6,7,8,9,10,11,12) (6.44237e-08,6.93393e-08,7.15042e-08,7.2681e-08,7.26563e-08,7.10578e-08,7.04413e-08,7.06135e-08,7.15745e-08,7.24844e-08,7.25924e-08,7.22173e-08) 7759

0.5 (1,2,3,4,5,6,7,8,9,10,11,12) (6.43669e-08,6.92782e-08,7.14411e-08,7.2617e-08,7.25923e-08,7.09951e-08,7.03792e-08,7.05512e-08,7.15114e-08,7.24205e-08,7.25284e-08,7.21537e-08) 7604

0.51 (1,2,3,4,5,6,7,8,9,10,11,12) (6.44816e-08,6.94017e-08,7.15685e-08,7.27464e-08,7.27217e-08,7.11217e-08,7.05047e-08,7.0677e-08,7.16389e-08,7.25496e-08,7.26577e-08,7.22823e-08) 7454

0.52 (1,2,3,4,5,6,7,8,9,10,11,12) (6.43967e-08,6.93103e-08,7.14743e-08,7.26506e-08,7.26259e-08,7.10281e-08,7.04119e-08,7.0584e-08,7.15445e-08,7.24541e-08,7.2562e-08,7.21871e-08) 7311

0.53 (1,2,3,4,5,6,7,8,9,10,11,12) (6.43774e-08,6.92895e-08,7.14528e-08,7.26288e-08,7.26041e-08,7.10067e-08,7.03907e-08,7.05627e-08,7.1523e-08,7.24323e-08,7.25402e-08,7.21654e-08) 7173

0.54 (1,2,3,4,5,6,7,8,9,10,11,12) (6.43767e-08,6.92888e-08,7.1452e-08,7.2628e-08,7.26033e-08,7.10059e-08,7.039e-08,7.0562e-08,7.15223e-08,7.24315e-08,7.25394e-08,7.21647e-08) 7040

0.55 (1,2,3,4,5,6,7,8,9,10,11,12) (6.4348e-08,6.92579e-08,7.14201e-08,7.25956e-08,7.25709e-08,7.09743e-08,7.03586e-08,7.05305e-08,7.14904e-08,7.23992e-08,7.25071e-08,7.21325e-08) 6912

0.56 (1,2,3,4,5,6,7,8,9,10,11,12) (6.4419e-08,6.93343e-08,7.1499e-08,7.26758e-08,7.26511e-08,7.10526e-08,7.04363e-08,7.06084e-08,7.15693e-08,7.24792e-08,7.25871e-08,7.22121e-08) 6788

0.57 (1,2,3,4,5,6,7,8,9,10,11,12) (6.43747e-08,6.92866e-08,7.14498e-08,7.26258e-08,7.26011e-08,7.10037e-08,7.03878e-08,7.05598e-08,7.152e-08,7.24293e-08,7.25372e-08,7.21624e-08) 6669

0.58 (1,2,3,4,5,6,7,8,9,10,11,12) (6.43491e-08,6.92591e-08,7.14214e-08,7.25969e-08,7.25722e-08,7.09755e-08,7.03598e-08,7.05317e-08,7.14916e-08,7.24005e-08,7.25083e-08,7.21337e-08) 6554

0.59 (1,2,3,4,5,6,7,8,9,10,11,12) (6.44888e-08,6.94095e-08,7.15765e-08,7.27545e-08,7.27298e-08,7.11296e-08,7.05126e-08,7.06849e-08,7.16468e-08,7.25577e-08,7.26658e-08,7.22904e-08) 6442

0.6 (1,2,3,4,5,6,7,8,9,10,11,12) (6.43914e-08,6.93046e-08,7.14683e-08,7.26446e-08,7.26199e-08,7.10222e-08,7.04061e-08,7.05781e-08,7.15386e-08,7.24481e-08,7.2556e-08,7.21811e-08) 6335

0.61 (1,2,3,4,5,6,7,8,9,10,11,12) (6.43907e-08,6.93039e-08,7.14676e-08,7.26439e-08,7.26192e-08,7.10214e-08,7.04053e-08,7.05774e-08,7.15379e-08,7.24473e-08,7.25553e-08,7.21804e-08) 6231

0.62 (1,2,3,4,5,6,7,8,9,10,11,12) (6.44587e-08,6.9377e-08,7.15431e-08,7.27206e-08,7.26958e-08,7.10964e-08,7.04797e-08,7.06519e-08,7.16134e-08,7.25238e-08,7.26319e-08,7.22566e-08) 6130

0.63 (1,2,3,4,5,6,7,8,9,10,11,12) (6.43707e-08,6.92823e-08,7.14454e-08,7.26212e-08,7.25966e-08,7.09993e-08,7.03834e-08,7.05554e-08,7.15156e-08,7.24248e-08,7.25327e-08,7.21579e-08) 6033

0.64 (1,2,3,4,5,6,7,8,9,10,11,12) (6.44886e-08,6.94092e-08,7.15762e-08,7.27543e-08,7.27296e-08,7.11294e-08,7.05123e-08,7.06847e-08,7.16466e-08,7.25574e-08,7.26655e-08,7.22901e-08) 5938

0.65 (1,2,3,4,5,6,7,8,9,10,11,12) (6.43881e-08,6.9301e-08,7.14646e-08,7.26408e-08,7.26162e-08,7.10185e-08,7.04024e-08,7.05745e-08,7.15349e-08,7.24443e-08,7.25522e-08,7.21774e-08) 5847

0.66 (1,2,3,4,5,6,7,8,9,10,11,12) (6.44436e-08,6.93607e-08,7.15262e-08,7.27035e-08,7.26787e-08,7.10797e-08,7.04631e-08,7.06353e-08,7.15965e-08,7.25068e-08,7.26148e-08,7.22396e-08) 5758

0.67 (1,2,3,4,5,6,7,8,9,10,11,12) (6.44273e-08,6.93432e-08,7.15082e-08,7.26851e-08,7.26604e-08,7.10617e-08,7.04453e-08,7.06174e-08,7.15785e-08,7.24884e-08,7.25964e-08,7.22214e-08) 5672

0.68 (1,2,3,4,5,6,7,8,9,10,11,12) (6.43112e-08,6.92183e-08,7.13794e-08,7.25542e-08,7.25295e-08,7.09337e-08,7.03184e-08,7.04902e-08,7.14495e-08,7.23579e-08,7.24657e-08,7.20913e-08) 5589

0.69 (1,2,3,4,5,6,7,8,9,10,11,12) (6.44978e-08,6.94191e-08,7.15864e-08,7.27646e-08,7.27399e-08,7.11395e-08,7.05224e-08,7.06947e-08,7.16568e-08,7.25677e-08,7.26759e-08,7.23004e-08) 5507

0.7 (1,2,3,4,5,6,7,8,9,10,11,12) (6.43223e-08,6.92303e-08,7.13917e-08,7.25667e-08,7.2542e-08,7.0946e-08,7.03305e-08,7.05024e-08,7.14619e-08,7.23704e-08,7.24782e-08,7.21037e-08) 5429

0.71 (1,2,3,4,5,6,7,8,9,10,11,12) (6.44121e-08,6.93269e-08,7.14913e-08,7.2668e-08,7.26433e-08,7.1045e-08,7.04287e-08,7.06008e-08,7.15616e-08,7.24714e-08,7.25793e-08,7.22044e-08) 5352

0.72 (1,2,3,4,5,6,7,8,9,10,11,12) (6.43085e-08,6.92154e-08,7.13764e-08,7.25511e-08,7.25265e-08,7.09308e-08,7.03154e-08,7.04873e-08,7.14465e-08,7.23548e-08,7.24626e-08,7.20882e-08) 5278

0.73 (1,2,3,4,5,6,7,8,9,10,11,12) (6.44388e-08,6.93557e-08,7.1521e-08,7.26981e-08,7.26734e-08,7.10745e-08,7.04579e-08,7.06301e-08,7.15913e-08,7.25015e-08,7.26095e-08,7.22343e-08) 5205

0.74 (1,2,3,4,5,6,7,8,9,10,11,12) (6.43321e-08,6.92408e-08,7.14025e-08,7.25777e-08,7.2553e-08,7.09568e-08,7.03412e-08,7.05131e-08,7.14727e-08,7.23814e-08,7.24892e-08,7.21147e-08) 5135

0.75 (1,2,3,4,5,6,7,8,9,10,11,12) (6.44281e-08,6.93441e-08,7.15091e-08,7.26861e-08,7.26613e-08,7.10627e-08,7.04462e-08,7.06184e-08,7.15794e-08,7.24894e-08,7.25974e-08,7.22223e-08) 5066

0.76 (1,2,3,4,5,6,7,8,9,10,11,12) (6.44805e-08,6.94005e-08,7.15673e-08,7.27452e-08,7.27205e-08,7.11205e-08,7.05035e-08,7.06758e-08,7.16376e-08,7.25484e-08,7.26565e-08,7.22811e-08) 4999

0.77 (1,2,3,4,5,6,7,8,9,10,11,12) (6.44705e-08,6.93897e-08,7.15561e-08,7.27339e-08,7.27091e-08,7.11094e-08,7.04925e-08,7.06648e-08,7.16265e-08,7.25371e-08,7.26451e-08,7.22698e-08) 4934

0.78 (1,2,3,4,5,6,7,8,9,10,11,12) (6.43793e-08,6.92916e-08,7.14549e-08,7.2631e-08,7.26063e-08,7.10088e-08,7.03928e-08,7.05648e-08,7.15252e-08,7.24345e-08,7.25424e-08,7.21676e-08) 4871

0.79 (1,2,3,4,5,6,7,8,9,10,11,12) (6.44348e-08,6.93513e-08,7.15165e-08,7.26936e-08,7.26689e-08,7.107e-08,7.04535e-08,7.06257e-08,7.15868e-08,7.24969e-08,7.26049e-08,7.22298e-08) 4809

0.8 (1,2,3,4,5,6,7,8,9,10,11,12) (6.43779e-08,6.92901e-08,7.14534e-08,7.26294e-08,7.26047e-08,7.10073e-08,7.03913e-08,7.05634e-08,7.15237e-08,7.24329e-08,7.25408e-08,7.21661e-08) 4749

0.81 (1,2,3,4,5,6,7,8,9,10,11,12) (6.44428e-08,6.93599e-08,7.15254e-08,7.27026e-08,7.26779e-08,7.10789e-08,7.04623e-08,7.06345e-08,7.15957e-08,7.25059e-08,7.26139e-08,7.22388e-08) 4690

0.82 (1,2,3,4,5,6,7,8,9,10,11,12) (6.43641e-08,6.92752e-08,7.14381e-08,7.26138e-08,7.25891e-08,7.09921e-08,7.03762e-08,7.05482e-08,7.15083e-08,7.24174e-08,7.25253e-08,7.21505e-08) 4633

0.83 (1,2,3,4,5,6,7,8,9,10,11,12) (6.43821e-08,6.92946e-08,7.14581e-08,7.26342e-08,7.26095e-08,7.1012e-08,7.03959e-08,7.0568e-08,7.15283e-08,7.24377e-08,7.25456e-08,7.21708e-08) 4577

0.84 (1,2,3,4,5,6,7,8,9,10,11,12) (6.44876e-08,6.94082e-08,7.15752e-08,7.27532e-08,7.27285e-08,7.11283e-08,7.05113e-08,7.06836e-08,7.16455e-08,7.25564e-08,7.26645e-08,7.2289e-08) 4522

0.85 (1,2,3,4,5,6,7,8,9,10,11,12) (6.44058e-08,6.932e-08,7.14843e-08,7.26608e-08,7.26361e-08,7.1038e-08,7.04218e-08,7.05939e-08,7.15546e-08,7.24642e-08,7.25722e-08,7.21972e-08) 4469

0.86 (1,2,3,4,5,6,7,8,9,10,11,12) (6.43863e-08,6.92992e-08,7.14627e-08,7.26389e-08,7.26142e-08,7.10166e-08,7.04005e-08,7.05726e-08,7.1533e-08,7.24424e-08,7.25503e-08,7.21755e-08) 4417

0.87 (1,2,3,4,5,6,7,8,9,10,11,12) (6.442e-08,6.93354e-08,7.15001e-08,7.26769e-08,7.26522e-08,7.10537e-08,7.04373e-08,7.06095e-08,7.15704e-08,7.24803e-08,7.25882e-08,7.22132e-08) 4366

0.88 (1,2,3,4,5,6,7,8,9,10,11,12) (6.44974e-08,6.94187e-08,7.1586e-08,7.27642e-08,7.27395e-08,7.11391e-08,7.0522e-08,7.06943e-08,7.16564e-08,7.25674e-08,7.26755e-08,7.23e-08) 4316

0.89 (1,2,3,4,5,6,7,8,9,10,11,12) (6.43313e-08,6.92399e-08,7.14016e-08,7.25768e-08,7.25521e-08,7.09558e-08,7.03403e-08,7.05122e-08,7.14718e-08,7.23804e-08,7.24883e-08,7.21137e-08) 4268

0.9 (1,2,3,4,5,6,7,8,9,10,11,12) (6.44648e-08,6.93836e-08,7.15498e-08,7.27274e-08,7.27027e-08,7.11031e-08,7.04863e-08,7.06586e-08,7.16202e-08,7.25307e-08,7.26387e-08,7.22634e-08) 4220

0.91 (1,2,3,4,5,6,7,8,9,10,11,12) (6.43299e-08,6.92384e-08,7.14001e-08,7.25752e-08,7.25506e-08,7.09543e-08,7.03388e-08,7.05107e-08,7.14703e-08,7.23789e-08,7.24867e-08,7.21122e-08) 4174

0.92 (1,2,3,4,5,6,7,8,9,10,11,12) (6.44822e-08,6.94023e-08,7.15691e-08,7.27471e-08,7.27223e-08,7.11223e-08,7.05053e-08,7.06776e-08,7.16395e-08,7.25502e-08,7.26583e-08,7.22829e-08) 4128

0.93 (1,2,3,4,5,6,7,8,9,10,11,12) (6.4341e-08,6.92504e-08,7.14124e-08,7.25878e-08,7.25631e-08,7.09666e-08,7.0351e-08,7.05229e-08,7.14826e-08,7.23914e-08,7.24992e-08,7.21247e-08) 4084

0.94 (1,2,3,4,5,6,7,8,9,10,11,12) (6.44746e-08,6.93941e-08,7.15607e-08,7.27385e-08,7.27137e-08,7.11139e-08,7.0497e-08,7.06693e-08,7.1631e-08,7.25417e-08,7.26497e-08,7.22744e-08) 4040

0.95 (1,2,3,4,5,6,7,8,9,10,11,12) (6.42898e-08,6.91952e-08,7.13555e-08,7.25299e-08,7.25053e-08,7.09101e-08,7.02949e-08,7.04667e-08,7.14257e-08,7.23337e-08,7.24415e-08,7.20672e-08) 3998

0.96 (1,2,3,4,5,6,7,8,9,10,11,12) (6.4367e-08,6.92784e-08,7.14413e-08,7.26171e-08,7.25924e-08,7.09953e-08,7.03794e-08,7.05514e-08,7.15115e-08,7.24207e-08,7.25286e-08,7.21538e-08) 3956

0.97 (1,2,3,4,5,6,7,8,9,10,11,12) (6.44038e-08,6.93179e-08,7.14821e-08,7.26586e-08,7.26339e-08,7.10358e-08,7.04196e-08,7.05917e-08,7.15524e-08,7.2462e-08,7.257e-08,7.2195e-08) 3915

0.98 (1,2,3,4,5,6,7,8,9,10,11,12) (6.43906e-08,6.93038e-08,7.14675e-08,7.26437e-08,7.2619e-08,7.10213e-08,7.04052e-08,7.05773e-08,7.15377e-08,7.24472e-08,7.25551e-08,7.21803e-08) 3875

0.99 (1,2,3,4,5,6,7,8,9,10,11,12) (6.43182e-08,6.92258e-08,7.13871e-08,7.2562e-08,7.25373e-08,7.09414e-08,7.0326e-08,7.04979e-08,7.14573e-08,7.23657e-08,7.24735e-08,7.20991e-08) 3836

1 (1,2,3,4,5,6,7,8,9,10,11,12) (6.44892e-08,6.94099e-08,7.15769e-08,7.2755e-08,7.27302e-08,7.11301e-08,7.0513e-08,7.06853e-08,7.16473e-08,7.25581e-08,7.26662e-08,7.22908e-08) 3797

1.01 (1,2,3,4,5,6,7,8,9,10,11,12) (6.42732e-08,6.91773e-08,7.13371e-08,7.25112e-08,7.24866e-08,7.08918e-08,7.02768e-08,7.04485e-08,7.14072e-08,7.2315e-08,7.24228e-08,7.20486e-08) 3760

1.02 (1,2,3,4,5,6,7,8,9,10,11,12) (6.4288e-08,6.91934e-08,7.13536e-08,7.2528e-08,7.25034e-08,7.09082e-08,7.02931e-08,7.04648e-08,7.14238e-08,7.23318e-08,7.24396e-08,7.20653e-08) 3723

1.03 (1,2,3,4,5,6,7,8,9,10,11,12) (6.42126e-08,6.91121e-08,7.12699e-08,7.24429e-08,7.24183e-08,7.0825e-08,7.02106e-08,7.03821e-08,7.134e-08,7.22469e-08,7.23545e-08,7.19807e-08) 3687

1.04 (1,2,3,4,5,6,7,8,9,10,11,12) (6.43615e-08,6.92724e-08,7.14352e-08,7.26109e-08,7.25862e-08,7.09892e-08,7.03734e-08,7.05454e-08,7.15054e-08,7.24145e-08,7.25223e-08,7.21477e-08) 3651

1.05 (1,2,3,4,5,6,7,8,9,10,11,12) (6.44077e-08,6.93221e-08,7.14864e-08,7.2663e-08,7.26383e-08,7.10401e-08,7.04238e-08,7.05959e-08,7.15567e-08,7.24664e-08,7.25743e-08,7.21994e-08) 3616

1.06 (1,2,3,4,5,6,7,8,9,10,11,12) (6.43414e-08,6.92508e-08,7.14129e-08,7.25882e-08,7.25636e-08,7.0967e-08,7.03514e-08,7.05233e-08,7.14831e-08,7.23918e-08,7.24997e-08,7.21251e-08) 3582

